Cust_ID,Buy_product,Name,Newsletter_Subscription,Year_Birth,Membership,Preferred_Game_Genre,FidelityPoints,S1_GameplayExperience,S2_GameMechanics,S3_GameBalance,S4_GameLength,S5_MaterialQuality,S6_ValueForPrice,S7_Artwork_Design,S8_ThemeIntegration,S9_PlayerIteration,S10_LevelAdjust,S11_RuleClarity,S12_StrategicThinking,S13_ReplayValue,S14_Recommendation
8654,1,Ms. Courtney Murillo,y,1979.0,Non-Premium,Party,6199,0,0,0,4,2,4,4,1,1,1,1,5,1,4
8655,0,Ms. Lisa French,yes,1968.0,Premium,Strategy,6401,3,2,2,2,5,4,3,3,3,3,3,2,3,3
8656,1,Mr. Jordan Stevens,yes,1974.0,Premium,Strategy,5348,0,0,0,2,3,5,4,3,3,3,3,3,3,5
8657,0,Ms. Michelle Kirby,no,2006.0,Premium,Party,3220,1,1,1,3,5,1,5,5,2,2,3,2,4,5
8658,1,Ms. Kimberly Ruiz,yes,1992.0,Non-Premium,Strategy,5286,5,5,5,5,3,4,4,5,5,5,5,5,5,4
8659,0,Mr. Roy Smith,yes,1956.0,Premium,Party,5531,3,5,3,5,3,3,3,3,3,3,4,2,3,3
8660,1,Ms. Dawn Bell,yes,1992.0,Premium,Strategy,2305,4,4,4,4,5,5,5,5,5,4,5,5,5,5
8661,0,Mr. Kenneth Henderson,yes,1981.0,Non-Premium,Party,4661,3,4,2,4,3,2,3,3,4,2,3,3,4,3
8662,0,Mr. Christopher Mann,yes,1968.0,Non-Premium,Party,4371,1,4,2,4,4,2,4,4,3,5,3,2,1,4
8663,0,Mr. Ryan Mcpherson,yes,1974.0,Non-Premium,Party,5213,1,4,0,2,5,0,5,5,4,2,4,3,4,5
8664,0,Mr. Matthew Miller,yes,1959.0,Non-Premium,Party,5196,4,5,4,2,5,4,5,5,3,4,4,4,5,5
8665,1,Ms. Jennifer Watson,yes,2004.0,Non-Premium,Thematic,5744,4,4,1,4,2,3,4,5,5,4,5,3,5,3
8666,0,Mr. Robert Ramos,no,1996.0,Premium,Party,5009,3,3,3,4,1,3,1,1,1,2,4,4,4,1
8667,0,Ms. Haley Moore,no,1991.0,Premium,Thematic,4849,1,1,1,4,2,1,2,2,2,2,3,3,4,2
8668,1,Ms. Brandi Brown,yes,1999.0,Premium,Strategy,4174,1,1,1,1,3,3,3,3,3,3,4,5,1,3
8669,1,Ms. Catherine Burch,yes,1985.0,Non-Premium,Party,4658,4,4,4,4,3,1,3,4,4,4,4,5,4,5
8670,1,Mr. Christian Butler,yes,1966.0,Premium,Strategy,3136,5,4,5,5,5,5,4,5,5,5,5,4,5,3
8671,0,Mr. James Newton,yes,1982.0,Premium,Party,4931,3,1,1,1,3,3,3,3,4,2,4,4,3,3
8672,0,Ms. Sandra Jackson,no,1995.0,Premium,Strategy,3376,2,0,2,3,2,2,2,4,5,4,4,2,3,2
8673,0,Mr. Samuel Barker,no,1993.0,Premium,Strategy,4756,3,3,3,4,3,3,3,3,3,1,4,2,4,3
8674,1,Ms. Valerie Pham,yes,1976.0,Premium,Strategy,4276,0,0,0,4,5,5,5,1,1,1,1,3,1,5
8675,1,Ms. Brittany Salinas,yes,1977.0,Premium,Strategy,4700,5,5,5,5,5,4,4,4,4,4,4,3,4,5
8676,1,Ms. Robin Alexander,yes,1994.0,Premium,Strategy,5480,1,1,1,1,5,4,5,5,5,3,4,5,5,5
8677,0,Ms. Jennifer Moon,yes,1960.0,Non-Premium,Thematic,6610,3,5,3,4,3,5,5,1,1,3,1,5,1,5
8678,1,Ms. Madeline Kirk,yes,1965.0,Premium,Strategy,4336,4,4,4,4,2,4,5,4,4,5,4,4,4,4
8679,1,Mr. Kevin Russell,yes,1973.0,Premium,Strategy,3789,3,3,3,3,5,4,5,4,4,4,4,4,4,4
8680,1,Ms. Robin Valentine,yes,2004.0,Non-Premium,Party,4253,1,1,1,1,3,3,3,3,5,2,5,5,5,3
8681,0,Ms. Anna Miller,yes,1997.0,Premium,Strategy,5113,3,1,1,1,3,3,3,3,3,2,3,1,4,3
8682,0,Mr. Charles Jones,yes,1961.0,Non-Premium,Party,4141,4,5,4,1,2,4,4,2,4,5,4,3,5,2
8683,1,Mr. Charles Suarez,yes,1980.0,Premium,Strategy,6913,1,1,1,1,5,4,5,5,5,5,5,5,5,5
8684,1,Ms. Christine Gutierrez,yes,1964.0,Premium,Strategy,3450,4,4,4,4,3,4,5,4,4,4,4,4,4,5
8685,0,Mr. Andrew Smith,yes,1974.0,Non-Premium,Party,4680,1,4,1,2,2,1,2,2,5,3,4,5,5,2
8686,1,Ms. Elizabeth Young,no,,Premium,Strategy,4867,5,5,5,1,3,5,4,3,4,3,5,3,4,3
8687,1,Ms. Jennifer Randall,yes,1997.0,Non-Premium,Party,4579,2,2,2,2,5,5,5,5,5,5,5,3,5,5
8688,1,Mr. Dustin Norris,no,1967.0,Premium,Strategy,4988,5,5,5,3,5,5,5,5,3,2,4,3,4,5
8689,0,Ms. Rebecca Shaffer,yes,1970.0,Premium,Strategy,5125,2,1,1,1,3,4,4,2,2,2,2,4,2,2
8690,1,Mr. William Chambers,yes,1981.0,Premium,Strategy,6639,4,4,4,4,3,4,5,4,4,4,4,3,4,4
8691,0,Ms. Brittney Fisher,yes,1976.0,Premium,Strategy,3006,3,4,4,4,3,4,4,3,3,3,3,4,3,3
8692,1,Ms. Kristen Maldonado,yes,1952.0,Non-Premium,Party,6886,2,2,2,2,5,5,2,4,4,4,4,4,4,2
8693,1,Ms. Dawn Miller,yes,1980.0,Non-Premium,Party,4976,5,1,1,1,5,5,5,5,3,5,2,2,5,5
8694,1,Mr. Mike Sparks,yes,1980.0,Premium,Strategy,4493,3,3,2,3,4,3,3,4,4,3,4,3,5,3
8695,0,Mr. Kyle Smith,no,1961.0,Premium,Party,5233,4,4,4,4,4,4,4,4,2,4,4,3,4,4
8696,1,Ms. Sara Walker,yes,2001.0,Non-Premium,Party,4727,1,1,5,1,5,5,4,4,4,4,4,4,4,4
8697,0,Mr. Oscar Williams,no,1997.0,Premium,Party,4967,4,4,4,3,5,4,5,5,4,4,4,3,5,5
8698,1,Ms. Sheena Whitney,yes,1980.0,Premium,Strategy,4604,2,2,2,2,2,5,4,3,3,3,3,3,3,3
8699,1,Mr. Edward Khan,y,,Premium,Strategy,6081,3,3,3,3,5,4,4,5,5,5,5,3,5,4
8700,0,Ms. Judy Ewing,yes,1982.0,Non-Premium,Party,4074,4,5,4,5,5,4,5,5,2,2,3,3,1,5
8701,0,Mr. Christopher Moreno,yes,1936.0,Premium,Strategy,1620,3,4,4,4,3,3,3,3,3,3,3,3,3,3
8702,1,Ms. Victoria Bush,yes,1981.0,Premium,Strategy,5551,2,2,2,2,5,4,4,4,4,4,4,3,4,5
8703,0,Mr. David Ramsey,yes,2013.0,Non-Premium,Party,4578,2,5,2,4,1,2,1,1,4,5,1,5,1,1
8704,0,Ms. Brandy Shaffer,yes,1974.0,Premium,Party,6174,3,1,2,1,4,3,2,3,3,3,3,3,3,1
8705,0,Ms. Elizabeth Anderson,yes,,Premium,Thematic,4213,3,4,4,4,3,3,3,3,3,5,4,2,4,3
8706,0,Mr. Wayne Parker,yes,1974.0,Premium,Strategy,6793,2,4,4,4,5,4,4,3,3,3,2,1,3,2
8707,0,Mr. Alexander Ward,no,1999.0,Premium,Party,5425,1,2,1,3,4,1,4,4,2,1,4,1,3,4
8708,0,Mr. Stephen Phillips,yes,1969.0,Non-Premium,Party,5398,4,5,4,1,3,4,3,3,4,1,3,2,4,3
8709,1,Ms. Crystal Holloway,yes,1987.0,Premium,Strategy,6255,5,5,5,5,2,5,3,3,3,4,3,2,3,4
8710,0,Mr. Justin Santana,yes,2006.0,Non-Premium,Party,5395,3,5,3,2,2,3,1,2,3,5,4,5,4,2
8711,1,Mr. Christopher James,yes,1974.0,Premium,Thematic,5305,4,5,5,5,4,4,4,4,4,3,1,5,5,4
8712,0,Ms. Virginia Thompson,yes,1970.0,Premium,Strategy,6784,3,2,2,2,5,2,3,3,3,3,3,2,3,4
8713,1,Mr. John Parsons,yes,1962.0,Premium,Strategy,5648,2,2,2,2,4,5,4,4,4,4,4,4,4,3
8714,0,Ms. Brandy Cox,yes,1978.0,Premium,Party,5976,2,1,1,1,2,3,3,2,2,2,2,1,2,1
8715,0,Mr. Brian Taylor,no,1995.0,Premium,Party,4162,2,2,2,4,4,2,4,4,2,2,4,4,3,4
8716,0,Ms. Danielle Floyd,yes,1997.0,Non-Premium,Thematic,5262,4,2,4,4,1,4,1,1,1,5,4,1,4,1
8717,1,Mr. Alexander Martin,yes,1992.0,Premium,Strategy,3997,2,2,2,2,5,5,5,5,5,5,4,5,4,5
8718,1,Ms. Lisa Moran,yes,1984.0,Premium,Party,5166,5,5,5,5,5,5,5,5,3,4,4,4,1,5
8719,0,Ms. Michelle Davis MD,yes,1976.0,Non-Premium,Strategy,6536,4,4,4,4,5,3,3,1,1,4,3,2,1,2
8720,1,Ms. Christina Green,yes,1969.0,Premium,Strategy,4560,3,3,2,3,5,4,5,5,5,5,5,5,5,4
8721,0,Mr. Matthew Barnes,yes,1999.0,Non-Premium,Party,5470,3,1,3,4,3,3,2,3,4,1,4,3,3,3
8722,0,Ms. Theresa Deleon,yes,1985.0,Premium,Strategy,5759,3,4,4,4,5,4,3,3,3,3,3,1,3,2
8723,0,Mr. Jamie Walter,yes,1961.0,Non-Premium,Party,4860,1,4,1,2,2,1,2,2,5,2,5,5,4,2
8724,1,Mr. Jason Shaffer,yes,1965.0,Premium,Strategy,5798,4,4,4,4,2,4,4,4,4,4,4,3,4,5
8725,1,Ms. Ashley Allen,yes,1955.0,Non-Premium,Party,5759,2,2,3,2,3,4,5,3,3,2,3,4,3,4
8726,0,Mr. Kenneth Adkins,yes,1990.0,Non-Premium,Strategy,4330,3,3,3,3,2,3,5,2,5,1,5,2,2,2
8727,0,Ms. Valerie Hayes,yes,1989.0,Premium,Strategy,3295,3,2,2,2,3,3,3,3,3,1,4,3,3,3
8728,1,Ms. Elizabeth Flores,yes,,Premium,Strategy,4419,2,2,2,2,5,5,5,3,5,3,4,5,3,5
8729,0,Mr. James Collins PhD,yes,1953.0,Premium,Party,5446,3,1,5,5,3,3,3,3,1,4,4,3,3,3
8730,0,Mr. Frank Hoover,yes,2006.0,Non-Premium,Thematic,4657,1,4,0,3,3,0,3,3,4,3,3,4,4,3
8731,1,Ms. Norma Cantrell,yes,1977.0,Premium,Strategy,2373,5,5,3,5,4,4,4,4,4,5,5,4,5,4
8732,0,Ms. Barbara Hernandez,no,2003.0,Premium,Party,4904,3,4,4,3,4,1,1,1,5,5,3,1,4,1
8733,1,Ms. Pamela Mclaughlin,yes,1967.0,Premium,Strategy,6720,3,3,3,3,5,3,1,4,4,4,4,5,4,1
8734,1,Ms. Ariana Kim,yes,1971.0,Premium,Strategy,5295,2,2,2,2,3,5,5,5,5,5,5,4,5,4
8735,1,Ms. Ann Walker,yes,1970.0,Premium,Party,6927,5,3,3,3,1,1,1,4,4,5,4,1,4,2
8736,1,Mr. Charles Wells,no,2001.0,Premium,Strategy,4335,4,0,5,5,1,5,1,1,5,5,4,3,5,1
8737,0,Ms. Ann Davidson,yes,1998.0,Premium,Strategy,3794,3,3,3,3,3,3,3,3,1,5,3,1,3,3
8738,1,Ms. Jackie Brewer,yes,1997.0,Non-Premium,Thematic,5158,2,2,2,2,6,5,5,5,5,2,4,5,4,5
8739,1,Ms. Alyssa Smith,yes,1952.0,Non-Premium,Party,5419,4,4,4,4,3,3,3,3,3,3,5,4,5,3
8740,1,Mr. Michael Mckinney,yes,1981.0,Premium,Strategy,5150,3,3,3,3,5,4,4,5,5,5,5,4,5,5
8741,1,Mr. Kevin Higgins,yes,1972.0,Premium,Strategy,3705,1,1,1,1,5,4,5,5,5,5,5,4,5,3
8742,0,Ms. Patricia Arellano,no,2012.0,Premium,Party,4609,2,2,2,2,2,2,3,2,5,5,4,1,3,2
8743,1,Ms. Kimberly Landry,yes,1990.0,Premium,Thematic,5169,5,1,1,1,5,5,5,5,3,5,1,3,3,5
8744,0,Mr. Theodore Huang,yes,1994.0,Non-Premium,Strategy,4852,2,4,2,3,4,2,4,4,1,4,4,3,3,4
8745,0,Mr. Philip Keith,yes,1995.0,Non-Premium,Party,4130,2,5,2,3,5,2,5,5,5,3,5,3,4,5
8746,0,Mr. William Jackson,yes,1994.0,Non-Premium,Party,5650,3,5,3,5,1,3,1,1,4,5,4,3,5,1
8747,1,Ms. Kristi Roberson,yes,1980.0,Premium,Strategy,4261,4,4,4,4,4,4,5,5,5,5,5,3,5,5
8748,0,Ms. Traci Hawkins MD,yes,1976.0,Premium,Party,6790,1,2,2,2,5,4,3,1,1,1,1,1,1,4
8749,1,Ms. Lisa Nunez,no,1998.0,Premium,Party,4766,0,1,1,3,5,1,5,5,1,4,3,3,2,5
8750,1,Mr. Daniel Smith,yes,1972.0,Premium,Strategy,6527,1,1,5,1,3,5,2,4,4,4,4,5,4,4
8751,1,Ms. Gloria Thornton,yes,1977.0,Premium,Strategy,5233,2,2,2,2,4,5,5,3,3,3,3,3,3,4
8752,1,Ms. Melody Steele,yes,1992.0,Premium,Strategy,4101,2,2,4,2,5,5,4,5,1,3,1,4,5,5
8753,1,Ms. Kimberly Pratt,yes,1974.0,Premium,Strategy,4516,5,5,5,5,4,5,4,4,4,4,4,3,4,3
8754,1,Ms. Tiffany Curry,yes,1980.0,Premium,Strategy,5380,3,3,3,3,2,5,5,3,3,3,3,5,3,4
8755,1,Ms. Dorothy Travis,yes,1986.0,Premium,Strategy,4120,5,5,5,5,4,5,4,4,4,5,4,4,4,5
8756,0,Mr. Brandon Baldwin,yes,1977.0,Non-Premium,Party,4437,1,4,1,3,3,1,3,3,5,2,5,3,4,3
8757,0,Mr. Cole Taylor,yes,1971.0,Non-Premium,Party,4641,3,4,2,4,1,2,1,1,3,3,4,5,5,1
8758,1,Mr. Richard Carlson,yes,1966.0,Premium,Strategy,4077,4,4,4,4,3,5,5,4,4,4,4,3,4,3
8759,0,Ms. Brianna Morris,y,2007.0,Premium,Thematic,4324,1,3,3,3,1,2,1,1,2,1,3,2,3,1
8760,0,Mr. Joshua Blake,no,1996.0,Premium,Party,4986,3,2,2,5,2,2,3,2,4,1,4,1,2,2
8761,0,Mr. Michael Castaneda,yes,2001.0,Non-Premium,Party,4470,2,1,2,3,5,2,5,5,1,1,4,2,3,5
8762,1,Mr. Ryan Caldwell,yes,1992.0,Premium,Strategy,4630,3,3,2,3,4,4,4,4,4,3,3,3,1,4
8763,1,Ms. Krista Brandt,yes,1989.0,Non-Premium,Party,5002,4,4,4,4,3,5,5,5,5,5,5,5,5,5
8764,0,Mr. Eric Carter,yes,1971.0,Non-Premium,Party,5723,3,2,3,4,2,3,2,2,2,3,4,2,3,2
8765,1,Mr. Scott Armstrong,yes,1965.0,Premium,Strategy,6301,5,5,5,5,3,5,5,5,5,5,5,5,5,4
8766,1,Ms. Sarah Greene,yes,1992.0,Premium,Strategy,3536,3,3,3,3,5,5,5,5,4,2,5,5,5,5
8767,1,Ms. Mary Miller,no,1996.0,Premium,Strategy,4719,5,5,5,1,2,5,3,2,3,2,4,4,4,2
8768,0,Mr. Oscar Day,yes,1969.0,Premium,Strategy,3465,3,3,3,3,5,4,3,3,3,3,3,2,3,2
8769,1,Ms. Barbara Graham,yes,1977.0,Premium,Strategy,6229,4,4,4,4,5,4,5,5,5,4,5,5,5,3
8770,1,Mr. Mark Robinson,yes,1973.0,Premium,Strategy,4954,3,3,3,3,3,4,4,2,2,2,2,4,2,4
8771,0,Ms. Barbara Green,yes,1999.0,Premium,Party,4962,3,3,3,3,3,3,1,3,3,5,3,3,3,3
8772,0,Mr. Jordan Barry,no,2007.0,Premium,Party,4590,3,3,3,4,5,3,1,5,1,2,4,2,4,5
8773,0,Ms. Heather Hernandez,no,1972.0,Premium,Party,4571,2,3,2,2,5,2,5,5,1,2,5,1,5,5
8774,0,Ms. Lori Butler,yes,1954.0,Premium,Strategy,6739,3,5,4,4,1,3,3,3,3,3,3,2,3,3
8775,1,Ms. Mrs. Lisa Thompson DDS,yes,1966.0,Premium,Strategy,3203,1,1,1,1,5,4,5,5,5,5,5,4,5,3
8776,0,Mr. Benjamin Chen,no,1974.0,Premium,Party,4982,4,1,3,3,1,3,4,1,4,1,3,2,3,1
8777,0,Mr. James Thompson,yes,1987.0,Non-Premium,Party,5093,4,1,4,3,3,4,3,3,1,4,4,1,4,3
8778,0,Mr. Larry Bell,yes,1967.0,Non-Premium,Thematic,5168,3,2,3,4,4,3,4,4,4,1,4,3,4,4
8779,1,Ms. Courtney Davis,y,1983.0,Non-Premium,Party,4875,4,2,2,2,4,4,4,4,4,3,4,3,4,4
8780,1,Mr. Benjamin Mcdaniel,yes,1977.0,Premium,Strategy,6524,5,5,1,5,3,4,5,5,5,5,5,4,5,5
8781,0,Ms. Lindsay Brown,no,1997.0,Premium,Party,5536,1,5,1,5,3,1,3,3,4,5,5,5,5,3
8782,1,Mr. Daniel Stevens,yes,1971.0,Premium,Strategy,5839,1,1,4,1,2,4,4,3,3,3,3,4,3,4
8783,1,Ms. Brooke Reyes,yes,1986.0,Premium,Strategy,6615,2,2,3,2,2,5,5,4,4,4,4,4,4,5
8784,1,Mr. Thomas Smith,yes,1996.0,Premium,Strategy,2689,4,4,2,4,4,4,4,4,4,4,4,3,3,4
8785,1,Mr. Nathan Patel,no,2001.0,Premium,Strategy,4335,5,4,5,2,1,5,5,1,3,3,4,4,4,1
8786,1,Ms. Mrs. Stacy Owens,yes,1957.0,Premium,Party,4460,4,2,2,2,4,4,4,5,3,4,5,4,4,4
8787,0,Ms. Terri Porter,yes,1982.0,Premium,Party,5445,4,2,2,2,4,4,4,4,2,3,3,4,3,4
8788,0,Ms. Hannah Mack,no,1988.0,Premium,Party,5830,1,2,1,4,4,1,4,4,1,2,3,4,3,4
8789,1,Mr. Joseph Ellis,yes,1970.0,Premium,Strategy,5560,4,4,4,4,4,4,4,4,4,5,4,3,4,5
8790,0,Ms. Jessica Green,yes,1958.0,Non-Premium,Party,5983,4,5,4,3,2,4,3,5,5,4,1,3,5,1
8791,1,Ms. Jessica Davis,yes,1986.0,Premium,Strategy,4724,0,4,0,1,4,2,2,4,4,4,4,3,4,1
8792,1,Ms. Sharon Page,yes,2004.0,Non-Premium,Party,4143,4,4,4,4,4,5,5,5,5,5,5,5,5,4
8793,1,Ms. Margaret Snyder,yes,1973.0,Premium,Strategy,4451,1,1,1,1,3,1,5,5,5,5,5,1,5,2
8794,0,Ms. Lauren Werner,yes,1970.0,Non-Premium,Party,6906,3,5,3,5,5,4,4,3,3,3,3,5,3,5
8795,0,Ms. Robin Thompson,yes,1988.0,Premium,Strategy,6004,3,4,4,4,3,2,2,3,3,3,3,3,3,1
8796,1,Ms. Jennifer Roach,yes,1961.0,Premium,Party,6327,4,1,1,1,3,3,2,4,4,4,4,5,4,4
8797,0,Ms. Olivia Thomas,yes,1987.0,Non-Premium,Party,5575,4,4,4,3,5,4,5,5,5,4,5,5,4,5
8798,0,Mr. Jeffrey Hopkins,yes,2006.0,Non-Premium,Strategy,4953,2,4,2,5,3,2,3,3,3,2,4,4,4,3
8799,0,Ms. Heather Payne,no,2001.0,Premium,Party,4999,3,3,3,2,3,3,3,3,1,2,3,1,2,3
8800,1,Mr. Gregory Berry,yes,1974.0,Premium,Strategy,6174,2,2,2,2,2,5,4,5,5,5,5,4,5,5
8801,1,Ms. Nicole Campbell,yes,1970.0,Premium,Strategy,6689,2,2,2,2,4,5,4,4,4,4,4,3,4,4
8802,1,Ms. Brianna Taylor,y,1961.0,Premium,Thematic,6671,5,5,2,5,5,4,1,3,3,5,3,5,3,1
8803,0,Mr. Russell Simpson,no,1992.0,Premium,Party,4443,4,4,4,3,4,4,5,4,4,2,4,3,3,4
8804,1,Mr. Michael Anderson,yes,1966.0,Premium,Strategy,5231,2,2,2,2,4,5,5,5,5,5,5,1,5,5
8805,1,Mr. Jay Silva,yes,1989.0,Premium,Party,5032,5,2,2,2,5,5,5,5,1,3,5,1,1,5
8806,0,Mr. Joshua Brown,yes,1980.0,Non-Premium,Party,5064,2,5,5,3,3,5,3,3,3,3,4,3,5,3
8807,0,Ms. Rebekah Patterson,yes,1962.0,Non-Premium,Party,6419,4,3,4,4,1,4,4,2,2,4,2,1,2,3
8808,1,Ms. Norma King,yes,1977.0,Premium,Strategy,5053,2,2,2,2,3,5,5,4,4,4,4,3,4,5
8809,1,Ms. Christy Goodwin,yes,1959.0,Non-Premium,Party,6352,3,2,2,2,3,4,3,3,3,2,4,2,5,3
8810,1,Ms. Jessica Johnson,yes,1978.0,Non-Premium,Thematic,5582,1,1,2,1,4,4,4,4,4,2,4,5,4,4
8811,1,Mr. Brian Estes,yes,1979.0,Premium,Strategy,4408,4,4,4,4,2,2,2,5,4,3,5,2,4,2
8812,0,Ms. Jody Doyle,yes,1965.0,Premium,Strategy,4269,4,5,5,5,2,4,3,3,3,3,4,4,3,1
8813,0,Ms. Susan Moore,no,1996.0,Premium,Party,4987,1,2,2,1,4,2,3,4,1,2,2,5,2,4
8814,1,Mr. Philip Golden,no,1996.0,Premium,Strategy,5494,4,0,4,2,3,4,3,3,5,2,1,1,2,3
8815,0,Mr. Richard Wilson,yes,2002.0,Non-Premium,Party,4863,1,5,3,4,5,3,5,5,4,3,1,4,4,5
8816,0,Mr. Joseph Garcia,no,1998.0,Premium,Party,4884,3,3,3,4,4,3,2,4,2,1,3,1,3,4
8817,1,Mr. William Hammond,yes,1975.0,Premium,Strategy,4399,2,2,2,2,3,4,5,4,4,4,4,5,4,4
8818,0,Mr. Robert Alvarez,no,1994.0,Premium,Party,5649,4,0,4,4,3,4,3,3,3,1,3,2,3,3
8819,1,Mr. Oscar Becker,yes,1993.0,Premium,Strategy,2554,3,3,4,3,3,4,4,3,2,2,5,2,1,3
8820,1,Mr. Jon Macdonald,yes,1992.0,Premium,Strategy,3457,1,1,1,1,5,5,5,5,4,3,3,4,1,5
8821,1,Ms. Heather Swanson,yes,1969.0,Premium,Strategy,4662,5,5,5,5,3,5,4,4,4,4,5,3,4,4
8822,0,Ms. Mariah Watson,yes,1977.0,Premium,Thematic,6697,3,2,2,2,5,4,3,2,2,3,2,2,2,2
8823,1,Ms. Elizabeth Guerrero,no,,Premium,Strategy,4635,4,4,4,3,5,4,5,5,5,2,5,5,4,5
8824,0,Mr. Jason Snow,no,1988.0,Premium,Party,5555,3,2,3,4,1,3,1,1,2,5,4,1,4,1
8825,1,Ms. Dawn Lowe,yes,1963.0,Premium,Strategy,4031,4,4,4,4,2,3,3,4,4,4,4,2,4,4
8826,1,Mr. Herbert Brooks,yes,1953.0,Non-Premium,Party,5394,0,5,0,1,2,0,2,2,4,5,4,3,4,2
8827,1,Mr. Nicholas Wallace,yes,1966.0,Premium,Party,4788,2,3,3,3,2,2,2,2,3,3,4,5,4,2
8828,0,Mr. Zachary Williams,no,1988.0,Premium,Party,5983,3,0,3,4,1,3,1,1,4,3,4,5,4,1
8829,0,Ms. Michelle Patterson,yes,1967.0,Premium,Strategy,3710,3,5,5,5,5,3,3,3,3,3,3,2,3,3
8830,0,Mr. Daniel Luna,yes,2009.0,Non-Premium,Party,4304,3,4,3,3,3,3,3,3,3,5,2,2,3,3
8831,1,Ms. Lisa Turner,yes,1966.0,Premium,Strategy,5044,1,1,3,1,2,3,5,5,5,5,5,3,5,5
8832,1,Ms. Julie George,no,1997.0,Premium,Strategy,4991,4,5,4,4,3,4,5,3,5,3,5,3,4,3
8833,1,Ms. Theresa Navarro,yes,1976.0,Premium,Strategy,5772,2,2,2,2,4,4,5,5,5,5,5,5,5,4
8834,1,Ms. Lori Bailey,yes,2005.0,Premium,Strategy,4197,4,4,4,4,3,3,3,3,2,5,1,2,5,3
8835,1,Mr. Kevin Barker,yes,1980.0,Premium,Strategy,5001,5,5,5,5,5,4,4,4,4,4,4,3,4,5
8836,0,Mr. Anthony Morris,yes,2008.0,Non-Premium,Party,5700,1,4,1,2,4,1,4,4,3,4,5,3,4,4
8837,0,Mr. Justin Hamilton,yes,1978.0,Non-Premium,Party,5386,3,2,4,3,2,4,2,2,3,5,3,3,3,2
8838,0,Ms. Kristen Madden,yes,2007.0,Non-Premium,Party,5673,4,4,4,2,3,4,3,3,4,2,5,3,4,3
8839,1,Ms. Holly Phillips,yes,1962.0,Non-Premium,Thematic,6052,4,4,3,4,3,5,4,5,5,5,5,4,5,5
8840,1,Ms. Deanna Santiago,yes,1963.0,Non-Premium,Party,6664,1,1,4,1,2,4,5,4,4,4,4,3,4,4
8841,1,Ms. Carrie Johnson,yes,1956.0,Premium,Party,6266,4,3,3,3,3,5,2,3,3,4,3,3,3,4
8842,1,Ms. Ashley Love,yes,1998.0,Premium,Party,5673,0,3,0,2,3,0,3,3,3,2,1,4,4,3
8843,0,Ms. Rachel Tapia,yes,1973.0,Non-Premium,Party,6538,4,1,4,3,4,3,4,2,2,4,2,4,2,3
8844,1,Mr. Jesse Durham,no,1997.0,Premium,Strategy,5592,4,0,4,4,5,4,5,5,5,4,5,5,4,5
8845,0,Mr. Robert Perkins,no,1991.0,Premium,Party,4698,3,3,3,4,2,3,2,2,3,3,1,1,2,2
8846,1,Mr. Stephen Silva DVM,yes,1973.0,Premium,Strategy,3048,0,0,0,4,5,4,5,4,4,4,4,3,4,4
8847,1,Ms. Kristi Brown,yes,1972.0,Premium,Strategy,6502,2,2,2,2,2,4,4,4,4,5,4,4,4,4
8848,1,Mr. Jacob Thomas,yes,1976.0,Premium,Strategy,6441,1,1,1,1,2,2,1,5,5,5,5,5,5,3
8849,0,Mr. Jason Mccoy,yes,1968.0,Premium,Strategy,6696,3,3,4,3,1,4,3,3,3,3,3,2,3,4
8850,1,Mr. Douglas Faulkner,yes,1977.0,Non-Premium,Party,5725,5,5,5,4,2,5,2,2,4,3,4,4,5,2
8851,1,Ms. Amanda Schmidt,no,2003.0,Premium,Strategy,3704,5,5,5,5,5,5,4,5,3,3,4,3,5,5
8852,0,Mr. Joel Ramos,yes,1999.0,Non-Premium,Thematic,4780,3,4,4,4,1,4,1,1,5,2,5,5,5,1
8853,1,Mr. Michael Thomas,yes,1977.0,Premium,Party,4557,4,4,4,4,4,4,4,4,1,4,3,3,1,4
8854,1,Mr. Jeffrey Sullivan,yes,1956.0,Premium,Strategy,3940,2,2,2,2,1,2,3,4,4,4,4,4,4,1
8855,0,Ms. Ashley Sellers,no,1983.0,Premium,Strategy,5100,2,2,2,4,1,2,1,1,5,3,5,4,5,1
8856,0,Mr. Jonathan Dawson,yes,2005.0,Non-Premium,Party,4579,2,3,2,2,1,2,1,1,5,3,4,3,5,1
8857,0,Ms. Tina Mathews,yes,1977.0,Non-Premium,Party,5913,4,5,4,2,3,4,5,3,3,4,1,5,3,4
8858,0,Mr. Mark Ray,yes,1986.0,Premium,Party,3126,2,3,3,3,2,3,2,2,4,1,1,4,2,2
8859,1,Ms. Kathleen Stewart,yes,2009.0,Non-Premium,Thematic,5263,5,4,5,3,3,4,4,5,5,5,5,3,5,3
8860,1,Mr. Ryan Brown,yes,1980.0,Premium,Strategy,2941,3,3,3,3,4,4,4,5,4,4,5,4,5,4
8861,0,Ms. Brittany Aguilar,no,1994.0,Premium,Party,4636,4,4,4,4,4,4,4,4,3,5,3,3,4,4
8862,1,Ms. Sarah Hawkins,yes,1982.0,Premium,Strategy,3216,4,4,4,4,3,5,4,5,5,5,5,3,5,5
8863,1,Ms. Renee Shaffer,yes,2008.0,Non-Premium,Strategy,5805,1,1,1,1,3,4,5,5,5,5,5,4,5,3
8864,0,Ms. Samantha Ramos MD,no,1988.0,Premium,Strategy,5469,3,3,3,3,1,3,1,1,4,4,4,4,4,1
